Project Coordinator,Stericycle Inc,E3000
President,"Ullrich Delavati C P A'S",G1200
C.E.O.,GENESCO SPORTS ENTERPRISES,G6400
"ZIMMERMAN, FLAUES",,K1000
PRESIDENT,TECHNET,C5100
Real estate,MRC development,Y4000
WINEM,ROSEMARY CAKEBREAD WINEMAKING,G2820
ROOFTOP RESTAURANT OWNER,,G2900
SHEA ARCHITECTS INC,,B4200
ATTORNEY,ZOPPOTH LAW FIRM,K1000
ASPEN SKI COMPANY,,J7400
Owner,Hailey Development Group,Y4000
HUMANITARIAN RELIEF PROFESSIONAL,SELF-EMPLOYED,G0000
PROFESSOR,ELIZABETHTOWN COLLEGE,H5100
PRESI,HELENA ABSTRACT AND TITLE CO.,F4300
oil & gas,Self,J1100
real estate,The Easton Group,F4500
Corporate Officer,SAGE,Y4000
VP Engineer,Vanessa Harigen Bruschter,Y4000
PEOPLES SECURITY,,Y4000
UTILITY MANAGER,CITY OF SEATTLE,X3000
HARRISON OIL CORP,,E1100
CHAIRMAN,FRIENDLY FORD,Y4000
Manufacturing Executive,Hollander Home Fashions,Y4000
PRESIDENT,"LENDELL SOLUTIONS, INC.",J1100
STRANDLING YOCCA ET AL,,Y4000
CHAIRMAN,"SERVAAS, INC.",M1000
MANAGER,MAYO FOUNDATION,Y4000
RAFFEL & ASSOCIATES,,F5100
"JEWISH FAMILY AND CHILDREN'S SERVIC",,H6000
MASTERCARD INTERNATIONAL INC./SEVP/,,F1400
Plumbing Contractor,Royal Flush Plumbing,B3400
MID AMERICA LAND TITLE AGENCY INC,,F4300
FLUOR CONSTRUCTORS INTERNATIONAL,,B1000
PROFESSOR,MOUNT SINAI MEDICAL SCHOOL,H5150
VICE PRESIDENT,Well Point,Y4000
Supplier,Houston Lbr.co.; A.c.,B2000
MANAGEMENT,NATIONAL DATA CORP.,J1100
EXECUTIVE,DILLON READ & CO. INC.,F2300
AUTOMOBILE DEALER,BILL CRAMER CHEVROLET CADILLAC BUICK G,T2300
TEACHER ASSISTANT,SYCAMORE SCHOOL,H5100
Real Estate,Caldwell Banker,J1200
Investment manager,"Leeward Investments, LLC",J1200
Portfolio Manager,Unitrin,Z9500
Employment Specialist,Jewish Community Services,Y4000
SOLL EVALUATOR,VA DEPT OF HEALTH,X3000
President,Diligence,Y4000
Trade Office Associate,UBS Financial Services,Y4000
bookkeeper,Bruce Burton DMD PC,Y4000
Nuclear Inspector,Information Requested,Y4000
Manager,Lincoln Technologies,Y4000
,CHUBB GROUP OF INSURANCE COMPANIES,F3400
PRESIDENT,PEPIN DISTRIBUTING COMPANY,G2700
OWNER,"SCUDDER ROOFING, INC",B3000
Vice President,Parker Hannifin Corporation,M2300
PRESIDENT/CEO,STOWERS GROUP,Z9500
PRES & CHF EXC OFC,EXXONMOBIL RESEARCH AND ENGINE,E1110
PHYSICIST,ATTOTEK,Y4000
Owner,Sutherlin Nissan,T2310
JT & ASSOC,,Y4000
SR DIRECTOR-TECHNOLOGY,MANHEIM AUCTIONS,C2200
PRESIDENT,PEOPLE UNITED BANK,JH100
SEC,,L1100
CANDLER CTY HLTH DEP,,Y4000
CEO,MULTI-CARE MANAGEMENT,G5270
LBU PRODUCTIONS,,Y4000
BUSINESSMAN,SELF-EMPLOYED,Z9500
REAL,WASHINGTON CAPITAL MANAGEMENT,F2100
TRISTAR CONSTRUCTION CORP,,B1500
ATTORNEY,"PIGNATELLI & ASSOCIATES, P.C.",Y4000
EXECUTI,NATIONAL POLICY STRATEGRIES,Y4000
Poet,self,Z9500
Consultant,Podesta Group,K2000
EXECUTIVE,COLT ENERGY INC/EXECUTIVE,E1100
OPERATING ENGINEE,REIL CONSTRUCTION,LB100
INVESTMENT PROFESSIONAL,METLIFE INVESTMENTS,F2100
EVP & COO,LINCOLN EDUCATIONAL SERVICES,H5300
SHOPKEEPER,,E1150
OWNER,CHERISHED MOMENTS MATERNITY,Y4000
H J HINES,,G2500
DGM&S,,C5130
President/CEO,Complete HealthCare Resources,H3000
J SMITH LANIER AND COMPAN,,F3100
VICE P,TRI WEST HEALTHCARE ALLIANCE,H3700
VETERINARIAN,GRANT SQUARE ANIMAL HOSPITAL,A4500
OPHTHALMOLOGISTS,"ADVANCED EYECARE MEDICAL CTR., PA.",Y4000
MONEY MANAGEMENT,G.S.O. CAPITAL PARTNER,F2100
Attorney/Professor,University of Detroit Mercy School of,H5100
ADAMS FOX ADELSTEIN & ROSEN,,G2850
SOUTHERN TEMPS,,Y4000
Attorney Advisor,Goldearb & Lipman,K1000
Admin Manager,State of Illinois,X3000
UNIVERSITY OF PA,,H1120
J W SEWALL CO,,Y4000
Manager,Barrios Technology,Y4000
SOFTWARE ENGINEER,OPENTEXT INC,Y4000
CHAIRMAN & CEO,COACH,G6000
OIL & GAS EXPLORATION,SELF/OIL & GAS EXPLORATION,E1150
SENIOR ATTORNEY,ANDREWS & KURTH LLP,K1000
Photographer,Self-Employed,H1100
Director of Development,University of Waikato,H5100
Executive,C.M. Uberman Enterprises,Y4000
ATTORNEY,"KEESAL, YOUNG, AND LOGARD",K1000
ATTORNEY,MURCHINSON TAYLOR & GIBSON,K1000
OPERATIONS,WEST LYNN CREAMERY,A2000
ARIES RESOURCES LLC,,Y4000
THE HULL GROUP,,F2100
NH GOP/FINANCE DIRECTOR/FINANCE DIR,,Y4000
Businessman,W.D. Hoard & Sons,C1100
PHYSICIAN PSYCHIATRIST,SELF,H1110
CEO,RIM OPERATING,E1120
COMPUTERITE INC.,,C5100
Owner,BreakAway Ltd,Y4000
ATTORNEY,FL INSURANCE COUNCIL,F3100
DISABLED SSDI,NOT EMPLOYED,Y1000
INDUSTRIAL ELECTRIC REELS,,Y4000
Chiropractor,Luedtke-Storm-Mackey Chiropractic Clin,H1500
Chief Staft Gov Vils,State Ia,Y4000
PRESIDENT,BRANDT HOLDINGS/PRESIDENT,F2600
BUSINESS OWNER,AYES TECHNOLIGIES,Y4000
Sr. Vice President O,DTE Energy,E1620
VP,JEWISH HOSPITAL,H2100
Paving,Nagle Paving Co.,B3000
ATTORNEY,"CENTER FOR INT'L ENVIRONMENTAL LAW",JE300
ATTORNEY,MADDOX AND ASSOCIATES,Z9500
MD,"Veterans Hospital//Portland,Or",H2100
Pathologist,Baylor Pathology Laboratory,H1130
housewife,me,Y4000
EXECUTIVE,HUTTON STRATEGIES,K2000
KNIGHT & FIRTH,,K1000
Commercial Real Estate,C. B. Richard Ellis,F4000
requested,info,Z9500
ST MARTINS PRESS,,C1100
SYSTEM ENGINEER,BOONE ELECTRIC CO-OP,E1610
PHYSICIST,PHYSICAL SCIENCES INC.,Y4000
OWNER,FULFILLMENT INTERNATIONAL LLC,Y4000
SURGEON,CARTERSVILLE SURGICAL,H1130
EXECUTIVE,"OTR CONTROLS, LLC",Y4000
SOURCE CAPITAL LTD,,Y4000
ANESTHESIOLOGIST,UNIV OF NEBRASKA MED CTR,H1130
Consultant,"JA Green and Company, LLC",K2000
HARCO DRUG,,Y4000
CONSULTANT,WASHINGTON CAPITAL GROUP,F5000
FEDERAL AFFAIRS,THE PMA GROUP,K2000
VICE PRESIDENT,HOVENCIA LLC,Y4000
TARRANT PARTNERS,,F2100
Business Owner,The Right Connections,B3400
ADLER POLLACK SHEEH,,K1000
Tax Attorney,"Altria Group, Inc.",A1300
TEACHER,CHAFFEY JOINT UNION H.S.D.,J1200
"U S GOV'T CDC",,X3000
ROOFER,MORTERSON ROOFING CO.,B3000
SOFTWARE DEVELOPER,TMX FINANCE,Z9500
SYSTEM ADMINISTRATOR,APPLE INC.,C5110
CHRISTIAN COUNSELOR,SELF EMPLOYED,H1110
FINANCIA,AIR PRODUCTS AND CHEMICALS,M1000
DIVCO WEST PROPERTIES LLC,,C5100
RIVERBOAT DISCOVERY,,Y4000
CAR DEALER,BARKAU AUTOMOTIVE,Y4000
ATTORNEY,MILBANK TWEED ET AL.,K1000
EXECUTIVE DIRECTOR,THE BERYL INSTITUTE/EXECUTIVE DIREC,Y4000
KIEHR HARRISON HARVEY BRANZBURG & E,,K1000
LLAMA COMPANY,,
President,White Ford Lincoln-mercury Inc.,T2300
Insurance Agent,Tom Stanger Insurance,F3100
K Y INSTITUTE,,H1120
INDEPENDENT FIN MARKETING GROUP,,F3400
Attorney,Rena C Stone,J1200
CFO,AERO GEAR,T1300
,THE ROBERT WOOD JOHNSON FOUNDATION,X4100
DIRECTOR OF,ACH FOOD COMPANIES INC.,Y4000
EMPLOYER SERVICE,STATE OF TENNESSEE,X3000
CONSULTANT,BRILLIANT CORNERS,Y4000
NEW FAMOUS ELEMENTS,,Y4000
CHRISTIAN FAMILY MEDICINE/CEO/OWNER,,G4900
NAT.RESR.DEVEL.,SELF EMPLOY,J1100
Associate Consultant,Booz Allen Hamilton,G5270
Executive,Surgery Centers,Y4000
RESPINATORY THERAAPIST-CEO,SELF-RSS,Y4000
APPLE VALLEY SCH DIST,,X3500
MERITER HEALTH SERVICES,,H0000
BORM ASSOCIATES,,Y4000
INFINITY CORP,,C2100
SR. VP SALES & MARKETING,INVACARE CORPORATION,H4100
Landscape Architect,Martha Schwartz Inc,J1200
FINANCIAL SERVICES E,"ADVEST, INC.",F2100
SINGER/MUSIC TEACHER,NEIGHBORHOOD MUSIC SCHOOL,Y4000
ATTORNEY,DILLEY & HANEY,Y4000
VP P/C Prgrms,United Services Automobile Asn,F3100
Admin Asst,Exxon Mobil Corporation,E1110
Professor,Rockefeller Univ,Y4000
EVERGREEN LAWN CARE,,B3600
OWNER/PRESIDENT,FERGUSON DEVELOPMENT NETWORK,Y4000
REALT,PRUDENTIAL CAROLINAS REALTY C,F4200
Clergy,Mount Airy Baptist Church,X7000
EXECUTIVE,MARINA LTD PARTNERSHIP,G6100
CLAS,MATANUSKA-SUSITNA BOROUGH SCHS,L1300
REALTOR,EMPIRE REALTY GROUP,F4200
PHYSICIAN,DR. PATRICK KELLY,Y4000
LION OIL CO,,E1160
PRESIDENT,TOTAL TRANSIT INC.,Y4000
CONSTRUCTION,CUMMINS CONSTRUCTION CO,B1500
MADISON INTERNATIONAL,,Y4000
Attorney,"VanNess Feldman, P.C.",K1000
TRIBBLE-STEPHENS CONSTR,,B1500
PARTNER,BALLARD SPAHR,K1200
Chemist,HERMAN CORPORATION,Y4000
DIRECTOR,BCBSAZ,F3200
President,Boh Brothers,B1500
ATTORNEY,HANES LAW,Y4000
PRESIDENT,AMERICAN GRASSROOTS,Y4000
DANE COUNTY WISCONSIN,,X3000
NEW BUSINESS DEVELOP,CACHE VALLEY ELECTRIC,B3200
Attorney,"Fudco,Mackey,Mathewis & Gill,LLP",K1000
PROFESSOR,MSU-BILLINGS,J1200
CHAIRMAN,ILITCH HOLDINGS INC.,G2900
OWNER,VIKA PHARMACY,G4900
Quality Manager,Thomson,C5000
MADEAU & SIMMINS,,Y4000
HUTON & WILLIAMS,,Y4000
ANESTHESIOLOG,BOONE HOSPITAL CENTER,H1130
CEO,KSA Consulting,G5270
CEO,PLANNED PARENTHOOD MN ND SD,J7150
"SPAIN, GILLON GROOMS BLAN & NETTLES",,Y4000
PHYSICAL DAMAGE,AMERICAN FAMILY INS,F3100
Chief Executive Officer,"CenTra, Inc",T3100
ADMINISTRA,SUSAN KOMEN ORGANIZATION,JH100
MECHANIC & PILOT,SELF,G0000
CANCER CARE ASSOCIATES,,H1100
A&T CONSULTING,,Y4000
Retail Management Co,Self-Employed,J9000
Attorney,"Stillman, Friedman and Shechtman",K1000
BUSINESS,M E REEVES CONTRACTING INC,Y4000
ENGINEERING MANAGEMENT,ECHOSTAR,C2200
COUNCILMAN,CITY OF WASHINGTON,Z9500
AMSE Manager,U.T. Battelle,E0000
G,UNIVERSITY OF CALIFORNIA SAN DIEG,H5100
FINANCIAL SERVICE PROFESSIONAL,CHARTER OAK INSURANCE / MASS MUTUAL,Y4000
CEO,Hexcen Brands Inc,Y4000
EXECUTIVE,FAGENSON & CO. INC.,F2100
OWNER,MARTIN CONSULTING,Y4000
Director Of Operations,American Homecare Federat,Y4000
MACFARLANE FERGUSON & MCMULLE,,K1000
PRESIDENT,STEVE THOMAS B M W,T2300
Financial Analyst,Amtec,Y4000
"JAMES, MCELROY & DIEHL PA",,Y4000
SR VICE PRESIDENT,CHUBB RE INC.,F3400
CONSULTANT,HAGERTY INVESTIGATIONS,J1100
"VP, CHIEF GLOBAL MARKETING OFFICER","OCEAN SPRAY CRANBERRIES, INC.",A1400
THE GOODMAN COMPANY,,F4000
BRANDENBURG STAEDLER & MOORE,,F4100
Credit Union CEO,Richmond Community FCU,F1300
EXECUTIVE,BLACK FOREST PARTNERS,Y4000
Physician,Shady Grove Hospital,H2100
BANKER,FIRST VISION BANK,Y4000
Developer,Investments Limited,F7000
Professor,Vrije Universiteit,H5100
Owner/president,Steven Woods Chiropractor Pc,H1500
VP Sales Op and Fisher Direct,Fisher Scientific - Research,M9000
Ceo,Sea Consulting,Y4000
VP Business DevelopmentOFF,Rogers Group Inc,B5100
SYSTEMS ANALY,"DATAFLOW SYSTEMS, INC",Y4000
WEST CO SURGER,,H1130
FUEL DISTRIBUTOR,WESTERN TRANSPORT,Y4000
Exec Vice President,American Family Insurance Group,F3100
WELTZ AND LUXENBERG,,Y4000
REAL ESTATE PROJECT MANAGER,NORTH SHORE COMMUNITY HOUSING COALITIO,E1210
ATTORNEY,U.S. DEPT. OF HUD,Z9500
REAL ESTATE AGENT,TOP REALITY & INVESTMENTS,Y4000
VENTURE CAPI,"MOHR, DAVIDOW VENTURES",F2500
DEALER,"HANDY CHEVROLET, INC.",T2300
ATTORNEY,STRATEGIC COUNSEL PLC,Z9500
Owner,Native American Development Llc,Y4000
ORAL S,WEST JERSEY ORAL SURGEONS PC,Y4000
PRESIDENT,PRIM DEVELOPMENT INC,Y4000
Real Estate,Snyder Properties-Self Employed,F4000
Custodian,Coast Community College Distri,H5100
Financial Anaylyst,Ca Sch Emp Assn,Y4000
TE PROD PIPELINE CO,,Y4000
Engineer,Luminant Power,Y4000
DEALER,DOUG STANLEY FORD,T2300
Vice President Of Finance,Schaller Anderson,F3200
FLORIDAN FRAMES INC,,Y4000
RUGGLES ARCHITECTURE/PRESIDENT / AR,,B4200
ATTORNEY,"WEISS & HANDLER, P.A.",Y4000
CAMSTELL COMPANY,,J1100
EMERTUS KIMCO REALTY CORP,,J5100
Retailer - Vice Pres,Scottenstein Stores Corp.,J5100
STATE OF RI,,Y4000
PHYSICI,GWINNETT PULMONARY GROUP PC,H1100
Attorney,"Weiner & Ratzan, PA",K1000
DECOTIIS FITPATRICK & GLUCK,,K1000
President,Consolidated Oil Field Rental Inc.,E1150
BENECORD SERVICES INC,,Y4000
Owner,Belle Arti Restaurant,G2900
Owner,Frac Tech,Y4000
ARGOSY MANAGEMENT LLC,,Y4000
HI AIR NATIONAL GUARD,,Y4000
TEACHER,DEL NORTE COUNTY SCHOOLS/TEACHER,X3500
TAX ATTORNEY,CECB.PC,Y4000
ROBBINS/GIOIA/SENIOR VP AIR FORCE P,,G5270
medical Physicist,memorial sloan-kettering  cancer cente,H2100
CEO,GREATER TAMPA ASSN OF REALTORS,J9000
W T TIMMERMAN,,Y4000
HIGHLAND PARK MANOR,,Y4000
President,Eagle-Vail Properties Owners,F4000
adjunct professor,Drew University,H5100
Principal,Mary Green Enterprises,G4100
"GREENBAUM, ROWE, SMITH",,K1000
Consultant/Developer,Self-Employed,G5200
CO-OWNER,CROSSROADS HH,H3100
Vice President,Springfield Underground,F4100
Physician,Martin County Family Clinic,Y4000
AUCTIONEER AND REAL ESTATE,,G5000
Portfolio Manager,"Caxton Associates, L.L.C.",F2700
Cardiac Surgeon,Lahey Clinic,H1100
PRESIDENT,PROFESSIONAL STAFFING,G5250
OWNER,WHITEWOOD FARM,A1000
ATTORNEY,"GUIDA, SLAVICH & FLORES PC",K1000
Attorney,COMMONWEALTH OF MASSACHUSETTS,X3000
MOHAWK ELECTRICAL SYSTEMS,,B3200
Assistant Vice President for Federal R,Georgetown University,H5100
DEWEY BALLANTINE LAW,,K1000
Actor and Volunteer,Self-Employed,G0000
RIZZO ASSOCIATES,STARER,H1100
UNITED HEALTH CORPORATION,,H3700
Trust Officer,ORANGE COUNTY TRUST COMPANY,Y4000
EXECUTIVE COACH,THE ALTERNATIVE BOARD,Y4000
Partner,J. Thomas Neff Insurance,F3100
PRESIDENT/CONTRACTOR,ESHELMAN TRANSPORTATION INC,Y4000
"Chairman, CEO",Empire Companies,Y4000
Author & Economist,Self-Employed,C1100
ATTORN,DR. REDDYS LABORATORIES INC.,Y4000
President,Spottswoode,J1200
Healthcare Professional,Self-Employed,H0000
Substitute Teacher,DENVER PUBLIC SCHOOLS,X1200
Private Medical Practitioner,SELF-EMPLOYED,H1100
SHAWS SUPERMARKET,,G2400
PURSER,DELTA AIR LINES,T1100
APT ADVANCED TRAILER & EQUIPMENT LP,,Y4000
SELF EMPLOYED,WALACH MANUFACTURING COMPANY INC.,Y4000
Land Surveyor,State of CA,X3000
Sales /Account Manag,Real Page,F4500
ATTORNEY,CAPLAN AND EARNEST,Y4000
VP OPERATIONS FLEXTRONICS,SELF-EMPLOYED,G0000
SENIOR STAFF E,ERNST & YOUNG L.L.P.,F5100
VICE PRESIDENT,WHITING PETROLEUM CORPORATION,E1120
President and CEO,UPMC Health Plan,H0000
HAMLIN DEVELOPERS,,Y4000
ATTORNE,LAW OFFICES OF WARREN QUANN,K1000
SALES,SE FREIGHT/SALES,Y4000
EXECUTIVE,VALERIE WILSON TRAVEL,T9400
A.V.P./SENIOR ENGINE,S.A.I.C.,D3000
INFORMATION TECHNO,I.S. MAVENS INC.,Y4000
Sales,Prospect Waterproofing,B3000
ATTORNEY,BUDD LARNER P.C.,Y4000
ROGER & WELLS LLP,,Y4000
LADENBURG THALMANN & CO. INC.,,F2300
POOL TOWN INC,,B3000
Developer,Ray Walsh & Company,Y4000
Project Manager,Prudential Financial,F3300
U,"UROLOGY ASSOCIATES OF DANBURY, PC",H1130
MANAGING DIRECTOR,"BAIN CAPITAL, L.L.C.",F2600
T L MULLOOLY D D S,,H1400
Business Owner,Clay,Y4000
MANAGE,UT MD ANDERSON CANCER CENTER,H2100
EXEC,JOHN J. & THOMAS R. SCHIFF & C,F3100
FEDERAL GOVERNMENT,,J7150
F & F HEATING,,B3400
Business Owner,Ragen Assoc LLC,Y4000
Community One Credit Union,,F1300
CHAIRMAN,"COLONY BRANDS, INC.",Y4000
Quilt Dealer,Self- Employed,F4100
Lobbyist,PDG,Y4000
Judge,Bowling Green Municipal Court,X3200
Consultant,"John Snow, Inc",J7400
ADMINI,"MANCHESTER SCHOOL FUND, INC.",Y4000
Executive,Hayes Hospitality Operations,Y4000
ENGINEER,CAS,J1100
REAL ESTATE EXEC.,RESCOR INC.,F4000
PHYSICIAN,NH ONCOLOGY-HEMATOLOGY PA,Z9500
SECURITY MUTUAL OF NY,,F3300
Nurse,Texas Visting Nurse Service,H3100
T & C CONTRACTING,,Y4000
WARING OIL COMPANY,,E1100
Physician,OHS,Y4000
CPA,FOLLMER RUDZEWICZ ADVISORS INC.,F5100
Chairman & Founder,CREDIT ACCEPTANCE CORPORATION,Y4000
retire,none,Y1000
PRODUCT MANAGEMENT,VERISIGN INC.,C5130
employee,U.S.N.,Y4000
BRUTGER COMPANIES INC,,F1200
Satellite Systems Engineering Consulti,Savid LLC,Y4000
BANKER,CONTRIBUTION,F1100
FINANCIAL ADVISOR,WEALTH DESIGN GROUP,F5000
FIELD ENGINEER,INDYNE INC,C5130
GIS ANALYST,USDA FOREST SERVICE,X3000
UT HEALTH CENTER AT TYLER,,H2100
sales,Cousins Trading Co,Y4000
ATTORNEY,RUTHERFORD BECHTOLD LLC,Y4000
Insurance Agent,State Farms Insurance,F3400
DEVINE MILLIMET & BR,,K1000
DOCTOR,INFORMATION REQUESTED PER BEST EFFORTS,X3500
REAL ESTATE,BEZTAK CORPORATION,F4000
Management,Aviation Facilities Co.,T1600
LEO DALEY,,Y4000
C.E.O.,F.W. MURPHY,Y4000
KECK MAHIN & CATE,,F5500
EXECUTIVE,HORIZON ITALIAN TILE INC,Y4000
sales,Golden Services Co.,Y4000
Library Clerk,City Of Longbeach,X3000
Director of Chicago Operations,"Stony Gardens, Inc",Y4000
VICE PRESIDENT,LONE STAR HIGH SPEED RAIL,G5200
Sales Manager,Trimark Pacific Homes,Y4000
ENTREPRENEUR,JAMES RHODES,Y4000
financial management,"Harding Loevner, LLC",Y4000
VP of Legislative Af,Federal Home Loan Bank of San Francisc,F4600
SR VP & GENERAL COU,CORPORATE STAFF,H4300
PRESTON GLOBAL INC,,Y4000
Crown-Risdon,Executive,Y4000
ROTZ ENGINEERING,,B4400
LADERBURG THALCOUNT CO,,J7400
TEACHER,CHARLES RIVER SCHOOL,Y4000
CEO,SIMKIN INDUSTRIES,Y4000
SENIOR ADVISOR,PRG,Y4000
Contractor,"A.P. Abruzzese, Inc.",Y4000
ATTORNEY,"BEASLY, ALLEN, CROW, METHVIN, PORTIS &",K1000
SALES,AGVIEW FS INC/SALES,Y4000
ATTORNEY,NELDA BLAIR,Y4000
Veterinarian,"Trooper Veterinary Hospital, Inc",A4500
HELICOPTER PILOT,INFORMATION REQUESTED PER BEST EFFORTS,Y4000
DOCTOR,COMMUNITY URGENT CARE,JH100
INS BROK,RONALD J BATEMAN GROUP INC,F3100
OWNER/CONV. STORE,GARVIN ENTERPRISES,Y4000
DALTON PARADISE CARPETS,,Y4000
OWNER,"RAVEN'S GLENN WINERY",G2820
DIRECTOR WORKPL,UNITED TECHNOLOGIES,D2000
Professor,Univ. Of NY,H5100
executive,Seafood Resource,G2350
DIRECTO,COMMONWEALTH OF PUERTO RICO,X3000
Teacher,Jefferson Co. Public Schools,X3500
"LINDSAY, HART, NEIL ETAL",,K1000
PROFESSIONAL MED SVCS OF LAWRENCEV,,Y4000
Business Owner,The Second City,C2900
Tax Attorney,"Thompson & Bogran, PC",Y4000
Insurance Broker,W.H. Connolly and Co.,Y4000
"MORRIS, HAYNES, INGRAM & HORNSBY",,K1000
DYEHOUSE INC,,Y4000
MICKEY D BARNETT PA,,F5100
ATTORNEY,NILES LAW OFFICE PA,K1000
ATTORNEY,"MCLEOD, FRASER, & CONE LLC",Y4000
MANAGER - SALES &,CONSOL ENERGY INC,E1210
PRESIDENT,SOUTHERN PIONEER P&C INSURANCE COMPANY,Z9500
Northstar GOM LLC,,Y4000
ASSOCIATE PUBLISHER/EDITOR,BEVERLY HILLS COURIER PUBLISHING,C1100
STOCKBROKER,A. G. EDWARDS & SONS,F2100
GENERAL CONTRACTOR,ADRIAN HOMES,J5200
Oil & Gas Investments,Information Requested,E1000
EXECUTIVE,ALASKA MINERS ASSOCIATION,Y4000
Attorney,Campbell & Williams,K1000
B B & T,,Y4000
VP,SANTA BARBARA TAX PRODUCTS GROUP,Y4000
LONG & LEVITT,,Y4000
ATTORNEY,"E &E CAPITAL ADVISORS, LLC",Z9500
LEO BURNETT KYODO COMPANY LTD,,G5210
CO-OWNER,STEWARD STEEL,M2100
I-X CENTER,,Y4000
Real Estate Develope,The Harbor Group,F4000
OWNER,RESEARCH CONSULTING LLC,Y4000
Investments,Tiger Technology Management,Y4000
CONSULTANT,CIVIC SERVICE  INC.,K2100
KENNEDY MONTGOMERY,,Y4000
THOMAS RAY,THOMAS RAY,Y4000
PRESIDENT/OWNER,"VINTAGE GUN GRIPS, INC.",Y4000
"CARLIE C'S IGA",,Y4000
EXECUTIVE,"JAZZ PHARMACEUTICALS, INC",Z9500
Teacher,Chester High School,Y4000
Md,Stone River Eye Center,H1120
HICKORY FARMS,,A0000
HARRIS COTHERMAN JONES PRICE & ASSO,,C4300
CYN A A S,,Y4000
Owner,Fitness 4 Moms,Y4000
SURG CLINIC OF TUPELO,,H1100
CHAIRMAN HUNTSVILLE FOUNDATION,HUNTSVILLE MEMORIAL HOSP FNDN,H2100
Tax Slave,Self,F7000
Mailcarrier,US Postal Service,X3700
NEWPORT HOSPITAL,,H1100
Homemaker,HE DEVELOPMENT,Y4000
THE VILLAGES/EVENT CO-ORDINATOR/SAL,,Y4000
Owner/Principal,Richard A Wilson PC Law Offices,K1000
PRESIDENT &,WRIGHT BRAND FOODS LTD.,G2300
CHEMIST,SELF,Y2000
KENWAL TRANSPORTATION INC,,Y4000
CHAIRMAN & CTO,CAL. SCI. & ENGINEERING,Y4000
PRESIDENT,BEVERS & CO,E1170
NONE/HOMEMAKER/HOMEMAKER,,F4400
UR,"WACCAMAW UROLOGY ASSOCIATES, LLC",H1130
Lawyer,"Waters, Arnold & Associates",K1000
BUSINESS MANAGER,PERFECT POINT E.D.M. CORPORATION,Y4000
PLASMA SCIENCES INC,,Y4000
ROLLIE MORTUARY,,G5400
Legislative Assistant,Pennsylvania House of Re,X3000
COMMISSIONER OF EDUCATION,ARKANSAS DEPARTMENT OF EDUCATION,X3000
ATTORNEY,HEATHER PODESTA + PARTNERS,Z9500
DIRECTOR,THE BIO ETHICS PROJECT,Y4000
OW,MATTHEW S HUNTINGTON INS. AGENCY,F3100
OWNER,MARK ROBERTS MOTORS INC.,T2300
Finance,PEI,M2300
CHAIRMAN,HWS CONSULTING GROUP,Y4000
landscape contractor,self-employed,B3600
Teacher,Disabled,Y1000
NORTHWESEM MUTUAL,,Y4000
HEALTHCARE,NOT EMPLOYED AS OF NOW,X1200
Owner,Arizona Hematology Oncology,H1130
"VP, GRAIN DIVISON",CGB ENTERPRISES INC.,A3100
Farming,D & L Farms,A1000
DRYWALL ACOUSTICS,,B3000
"ASSISTANT VICE PRESIDENT OF CLAIMS, OP","AAA NORTHERN CALIFORNIA, NEVADA AND UT",F3100
BUSINESS OWNER,NANCY KURTZ,Y4000
AXA FINANCIAL,,F2100
L&M GREENHOUSE,,G1200
Bookkeeping,Zeron Network,Y4000
OFFICE MANAGER,PORTOLA ASSOCIATES,F4100
VALLEY IND ASSO,PLANO MOLDING,M1500
SEATTLE SHELLFISH,PRESIDENT,Y4000
US EQUAL EMPLOYMENT,,X3000
UTILITY EXECUTIVE,GEORGIA POWER CO.,E1600
Self Employed,"Arcslam, LLC",Y4000
MANAGER,JUST PASSING THROUGH LLC,Y4000
EVP  DIST,THE WEATHER CHANNEL  INC.,C2200
CEO,INETEKK.COM INC.,Y4000
PRESIDENT,GASLIGHT INC.,G5270
THE SERVICEMASTER COMPANY/ATTORNEY/,,G5200
SENIOR VICE PRESI,QWEST CORPORATION,C4000
DISTRICT MANAGER,COACH INC.,M3000
LAW OFFICE OF SHEPARD HOFFMAN,,K1000
SUNRUN,ENGINEERING,B4000
CARDI CORPORATION,,B1000
President,Sobel Family Foundation,X4100
SELF/WRITER/FILMMAKER,,C1100
PRESIDENT,WAUCONIA TREE FARMS,A5000
SR. ACCOUNT MANAGER,CRC PUBLIC RELATIONS,J1100
LINDER INDUSTRIES,,Y4000
Diagnostic Radiologi,White-Wilson PA,H1130
CFO AND PARTNER,"STS, INC",Y4000
TD PEEPLES CONS,TOWN OF HILTON HEAD,Y4000
Pilot,Air Force,J1200
ADM,WORKERS SAFETY AND COMPENSATION,J1200
THE FIRST SOUTHERN COMPANY,,Y4000
Proffessional Staff,Dept. of Natural Resources,X3000
BUSINESS OWNER,MULLER INC.,Y4000
OWNER,MEMMO CONTRACTING INC.,B3000
CITY VAN & STORAGE,,Y4000
Vice President,Liberty Homes,B2000
Agent,Controller Realty Co.,F4200
lawyer,"Partners HealthCare System, Inc.",Z9500
ENTREPRENEUR FOR CHARITABLE ORG,,X4100
RECEPTIONIST,OSBORN CHIROPRACTIC,H1500
PRESIDENT,SIBSCO,J9000
DISTRIBUTOR,LAKESIDE BEVERAGE CO.,Y4000
CLERK AND RECORDER,JACKSON COUNTY,X3000
