Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
40.0	42.0	11.0	3.0	5.0	gwu-battleground-25409	GWU/Battleground	2016-08-28	2016-09-01		Likely Voters	1000	3.1	Live Phone	Nonpartisan	None
45.0	49.0		6.0		upi-cvoter-25344	UPI/CVOTER	2016-08-26	2016-09-01		Likely Voters	1172		Internet	Nonpartisan	None
43.0	44.0		4.0	8.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters	887	3.4	Live Phone	Nonpartisan	None
5.0	87.0		2.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - Democrat	257		Live Phone	Nonpartisan	None
86.0	6.0		3.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - Republican	305		Live Phone	Nonpartisan	None
44.0	38.0		7.0	12.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - independent	273		Live Phone	Nonpartisan	None
43.0	44.0		4.0	8.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	861	3.4	Live Phone	Nonpartisan	None
5.0	87.0		2.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - Democrat	257		Live Phone	Nonpartisan	None
86.0	6.0		3.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - Republican	305		Live Phone	Nonpartisan	None
44.0	38.0		7.0	12.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - independent	273		Live Phone	Nonpartisan	None
39.0	39.0	12.0	4.0	6.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters	887	3.4	Live Phone	Nonpartisan	None
6.0	83.0	5.0	4.0	3.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - Democrat	257		Live Phone	Nonpartisan	None
81.0	5.0	7.0	1.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - Republican	305		Live Phone	Nonpartisan	None
36.0	27.0	22.0	5.0	10.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - independent	273		Live Phone	Nonpartisan	None
39.0	39.0	12.0	4.0	6.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Likely Voters	861	3.4	Live Phone	Nonpartisan	None
6.0	83.0	5.0	4.0	3.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Likely Voters - Democrat	257		Live Phone	Nonpartisan	None
81.0	5.0	7.0	1.0	5.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Likely Voters - Republican	305		Live Phone	Nonpartisan	None
36.0	27.0	22.0	5.0	10.0	ibd-tipp-25331	IBD/TIPP	2016-08-26	2016-09-01	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Likely Voters - independent	273		Live Phone	Nonpartisan	None
46.0	48.0		6.0		upi-cvoter-25343	UPI/CVOTER	2016-08-25	2016-08-31		Likely Voters	1173	3.0	Internet	Nonpartisan	None
40.0	39.0	7.0	6.0	7.0	rasmussen-25310	Rasmussen	2016-08-29	2016-08-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
15.0	73.0	3.0	7.0	4.0	rasmussen-25310	Rasmussen	2016-08-29	2016-08-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
71.0	12.0	8.0	3.0	6.0	rasmussen-25310	Rasmussen	2016-08-29	2016-08-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
36.0	28.0	12.0	10.0	13.0	rasmussen-25310	Rasmussen	2016-08-29	2016-08-30	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
39.0	41.0	9.0	5.0	6.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters	1011	3.0	Live Phone	Nonpartisan	None
6.0	81.0	5.0	4.0	4.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - Democrat		5.0	Live Phone	Nonpartisan	None
74.0	8.0	9.0	2.0	6.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - Republican		4.5	Live Phone	Nonpartisan	None
38.0	26.0	20.0	9.0	6.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - independent		7.5	Live Phone	Nonpartisan	None
42.0	48.0		1.0	9.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters	1011	3.0	Live Phone	Nonpartisan	None
7.0	88.0		0.0	5.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - Democrat		5.0	Live Phone	Nonpartisan	None
79.0	13.0		0.0	8.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - Republican		4.5	Live Phone	Nonpartisan	None
41.0	36.0		5.0	17.0	fox-25306	FOX	2016-08-28	2016-08-30		Registered Voters - independent		7.5	Live Phone	Nonpartisan	None
46.0	49.0		5.0		upi-cvoter-25320	UPI/CVOTER	2016-08-24	2016-08-30		Likely Voters	1162	3.0	Internet	Nonpartisan	None
37.0	42.0	7.0	5.0	9.0	yougov-economist-25297	YouGov/Economist	2016-08-27	2016-08-29	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1119		Internet	Nonpartisan	None
5.0	84.0	1.0	5.0	5.0	yougov-economist-25297	YouGov/Economist	2016-08-27	2016-08-29	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	444		Internet	Nonpartisan	None
78.0	5.0	8.0	1.0	8.0	yougov-economist-25297	YouGov/Economist	2016-08-27	2016-08-29	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	293		Internet	Nonpartisan	None
32.0	34.0	14.0	7.0	14.0	yougov-economist-25297	YouGov/Economist	2016-08-27	2016-08-29	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	382		Internet	Nonpartisan	None
39.0	40.0		9.0	12.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1404		Internet	Nonpartisan	None
11.0	79.0		4.0	6.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
78.0	5.0		8.0	8.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
30.0	18.0		29.0	22.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
38.0	40.0	6.0	6.0	11.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1404		Internet	Nonpartisan	None
11.0	78.0	3.0	2.0	6.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
76.0	5.0	7.0	5.0	8.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
32.0	18.0	15.0	20.0	14.0	ipsos-reuters-25305	Ipsos/Reuters	2016-08-25	2016-08-29	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
41.0	48.0			11.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
6.0	89.0			4.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Democrat	360		Live Phone	Nonpartisan	None
85.0	7.0			8.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - Republican	309		Live Phone	Nonpartisan	None
37.0	43.0			20.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean toward?	Likely Voters - independent	318		Live Phone	Nonpartisan	None
35.0	42.0	9.0	4.0	11.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
3.0	81.0	4.0	5.0	7.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Democrat	360		Live Phone	Nonpartisan	None
78.0	7.0	6.0	2.0	8.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - Republican	309		Live Phone	Nonpartisan	None
28.0	32.0	19.0	5.0	16.0	suffolk-usa-today-25319	Suffolk/USA Today	2016-08-24	2016-08-29	Your state’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters - independent	318		Live Phone	Nonpartisan	None
47.0	50.0		3.0		upi-cvoter-25299	UPI/CVOTER	2016-08-23	2016-08-29		Likely Voters	1173	3.0	Internet	Nonpartisan	None
37.0	42.0	6.0	5.0	10.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters	881	3.3	IVR/Online	Pollster	Dem
7.0	74.0	5.0	7.0	6.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
76.0	10.0	5.0	2.0	8.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
37.0	32.0	8.0	6.0	16.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
43.0	48.0			9.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	881	3.3	IVR/Online	Pollster	Dem
10.0	84.0			6.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
83.0	10.0			7.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
45.0	41.0			15.0	ppp-d-25292	PPP (D)	2016-08-26	2016-08-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
39.0	46.0	7.0	3.0	5.0	monmouth-university-25281	Monmouth University	2016-08-25	2016-08-28	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	689	3.7	Live Phone	Nonpartisan	None
42.0	49.0		4.0	5.0	monmouth-university-25281	Monmouth University	2016-08-25	2016-08-28		Likely Voters	689	3.7	Live Phone	Nonpartisan	None
47.0	50.0		3.0		upi-cvoter-25291	UPI/CVOTER	2016-08-22	2016-08-28		Likely Voters	1145	3.0	Internet	Nonpartisan	None
42.0	48.0			10.0	nbc-surveymonkey-25289	NBC/SurveyMonkey	2016-08-22	2016-08-28	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Registered Voters	24104	1.0	Internet	Nonpartisan	None
37.0	41.0	11.0	5.0	6.0	nbc-surveymonkey-25289	NBC/SurveyMonkey	2016-08-22	2016-08-28	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Registered Voters	24104	1.0	Internet	Nonpartisan	None
47.0	50.0		3.0		upi-cvoter-25279	UPI/CVOTER	2016-08-21	2016-08-27		Likely Voters	1157	3.0	Internet	Nonpartisan	None
40.0	43.0			17.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters	2007	2.0	Internet	Nonpartisan	None
7.0	83.0			10.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Democrat	699		Internet	Nonpartisan	None
81.0	9.0			10.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Republican	643		Internet	Nonpartisan	None
34.0	35.0			31.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - independent	665		Internet	Nonpartisan	None
37.0	39.0	8.0	3.0	12.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters	2007	2.0	Internet	Nonpartisan	None
6.0	80.0	5.0	2.0	7.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Democrat	699		Internet	Nonpartisan	None
78.0	7.0	6.0	1.0	8.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Republican	643		Internet	Nonpartisan	None
30.0	27.0	14.0	7.0	23.0	morning-consult-25276	Morning Consult	2016-08-24	2016-08-26	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - independent	665		Internet	Nonpartisan	None
38.0	42.0	9.0	5.0	7.0	rasmussen-25259	Rasmussen	2016-08-23	2016-08-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
8.0	79.0	4.0	3.0	5.0	rasmussen-25259	Rasmussen	2016-08-23	2016-08-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
76.0	12.0	6.0	2.0	4.0	rasmussen-25259	Rasmussen	2016-08-23	2016-08-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
32.0	28.0	20.0	8.0	12.0	rasmussen-25259	Rasmussen	2016-08-23	2016-08-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
35.0	42.0		9.0	13.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1049		Internet	Nonpartisan	None
7.0	81.0		6.0	7.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
73.0	6.0		10.0	11.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
34.0	20.0		24.0	22.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
36.0	39.0	7.0	6.0	12.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1049		Internet	Nonpartisan	None
8.0	74.0	4.0	6.0	7.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
75.0	5.0	9.0	3.0	9.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
34.0	20.0	16.0	13.0	16.0	ipsos-reuters-25260	Ipsos/Reuters	2016-08-20	2016-08-24	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
49.0	48.0		4.0		upi-cvoter-25271	UPI/CVOTER	2016-08-18	2016-08-24		Likely Voters	1187	3.0	Internet	Nonpartisan	None
41.0	51.0		3.0	4.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	1498	2.5	Live Phone	Nonpartisan	None
4.0	92.0		1.0	3.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - Democrat			Live Phone	Nonpartisan	None
84.0	12.0		0.0	3.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - Republican			Live Phone	Nonpartisan	None
41.0	46.0		8.0	5.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters - independent			Live Phone	Nonpartisan	None
38.0	45.0	10.0	4.0	3.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters	1498	2.5	Live Phone	Nonpartisan	None
4.0	88.0	3.0	3.0	2.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters - Democrat			Live Phone	Nonpartisan	None
81.0	10.0	6.0	1.0	3.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters - Republican			Live Phone	Nonpartisan	None
34.0	33.0	19.0	9.0	5.0	quinnipiac-25263	Quinnipiac	2016-08-18	2016-08-24	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters - independent			Live Phone	Nonpartisan	None
38.0	42.0	6.0	6.0	10.0	yougov-economist-25247	YouGov/Economist	2016-08-19	2016-08-23	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1080	4.1	Internet	Nonpartisan	None
5.0	82.0	3.0	4.0	7.0	yougov-economist-25247	YouGov/Economist	2016-08-19	2016-08-23	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	409		Internet	Nonpartisan	None
84.0	2.0	5.0	3.0	7.0	yougov-economist-25247	YouGov/Economist	2016-08-19	2016-08-23	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	290		Internet	Nonpartisan	None
32.0	38.0	9.0	8.0	12.0	yougov-economist-25247	YouGov/Economist	2016-08-19	2016-08-23	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	381		Internet	Nonpartisan	None
48.0	48.0		4.0		upi-cvoter-25262	UPI/CVOTER	2016-08-17	2016-08-23		Likely Voters	1196	3.0	Internet	Nonpartisan	None
47.0	48.0		4.0		upi-cvoter-25248	UPI/CVOTER	2016-08-16	2016-08-22		Likely Voters	1214	3.0	Internet	Nonpartisan	None
47.0	48.0		5.0		upi-cvoter-25238	UPI/CVOTER	2016-08-15	2016-08-21		Likely Voters	1259	3.0	Internet	Nonpartisan	None
42.0	50.0			8.0	nbc-surveymonkey-25235	NBC/SurveyMonkey	2016-08-15	2016-08-21	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Registered Voters	17459	1.1	Internet	Nonpartisan	None
38.0	43.0	11.0	5.0	4.0	nbc-surveymonkey-25235	NBC/SurveyMonkey	2016-08-15	2016-08-21	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Registered Voters	17459	1.1	Internet	Nonpartisan	None
38.0	44.0			18.0	morning-consult-25218	Morning Consult	2016-08-18	2016-08-20	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters	2001	2.0	Internet	Nonpartisan	None
7.0	86.0			7.0	morning-consult-25218	Morning Consult	2016-08-18	2016-08-20	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Democrat	688		Internet	Nonpartisan	None
81.0	9.0			9.0	morning-consult-25218	Morning Consult	2016-08-18	2016-08-20	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Republican	582		Internet	Nonpartisan	None
34.0	31.0			35.0	morning-consult-25218	Morning Consult	2016-08-18	2016-08-20	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - independent	731		Internet	Nonpartisan	None
